id,pred_saraV1,pred_saraV2,botometer,classe
1042775311,0,0,0,1
977782722818134017,1,1,1,1
1127774022207528960,1,1,0,1
2893640193,0,1,0,1
1140642727471849475,1,1,0,1
1192619326525845504,1,1,1,1
1057641442062024704,1,0,0,1
1149045356317106184,1,1,0,1
1100958423955488768,1,1,0,1
1192082702528372736,1,1,0,1
2876259173,0,1,0,1
827927257381531650,0,0,0,1
1027335427034886150,1,1,0,1
1178009438520823809,1,1,0,1
1143309768351727618,1,1,0,1
1140810056423870464,1,1,0,1
1167219827783680001,1,1,0,1
843165286127812613,0,0,0,1
1192488651944611840,1,1,0,1
3060481059,0,0,0,1
1083390110102679554,1,0,0,1
1045877032922599426,1,0,0,1
1162445983701184512,1,1,0,1
1088221521527607296,1,1,1,1
2743962904,0,0,0,1
816754538661154816,0,0,0,1
1080629542774034432,1,1,0,1
54706088,1,0,0,1
998661569193172993,1,1,1,1
1172216527275397122,1,1,0,1
985917690366779392,1,1,0,1
1187035393851580417,1,1,0,1
1186902716066516994,0,1,0,1
1188069599230791680,1,1,0,1
56461355,0,0,0,1
583825135,0,0,0,1
1150172785630728193,1,1,0,1
1186767600686174210,1,1,0,1
1128701472143806466,1,1,0,1
1128489724857987077,1,1,1,1
1192397514374291456,1,1,0,1
1187788392643354630,1,1,1,1
845857855110610944,0,0,0,1
326996376,0,0,0,1
1113932576094339073,1,1,0,1
1190265701656858626,1,1,0,1
593104730,0,0,0,1
949812634416754688,1,1,1,1
1624066004,0,0,0,1
33292436,0,1,1,1
862846906849951744,0,0,0,1
1130122701673238530,1,1,0,1
1187952483676704768,1,1,1,1
1184577566117711872,1,1,0,1
768986677297700864,0,0,0,1
1083152187017101318,1,0,0,1
156457149,0,0,0,1
1568884566,0,0,0,1
1501101613,0,0,0,1
1117944657646899202,1,1,0,1
4276091429,0,0,0,1
712056186607112192,0,0,0,1
145350986,0,0,0,1
1175055169370886145,1,1,0,1
1160010946393378817,1,1,0,1
1147520896900501504,1,1,0,1
1179567953890689025,1,1,0,1
30219884,0,0,0,1
1148963896973242369,1,1,0,1
1170449366731173889,1,1,0,1
1057687373578952705,1,1,1,1
1129826032750612480,1,1,0,1
1147609008146190337,1,1,0,1
1074408079498887169,1,1,1,1
1181971386908237824,1,1,0,1
1175578024353382402,1,1,1,1
979038780194721794,1,0,0,1
1181385227345825793,0,1,0,1
1059200621880991745,1,1,0,1
899348686404288515,1,1,0,1
983376979184508930,1,0,0,1
1537030014,0,1,1,1
1096845599880740866,1,1,1,1
1055025040725606400,1,1,0,1
1116143838136082432,1,1,0,1
1147523406121840645,1,1,0,1
2172694472,0,0,0,1
1191343204551053313,1,1,0,1
513330439,0,0,0,1
979626641008754688,1,0,0,1
1076553472785506305,1,1,1,1
1012529542722998274,1,0,0,1
950787433569882112,1,0,0,1
927541151313297409,0,0,0,1
983775461405839361,1,0,0,1
1135586070219898880,1,0,0,1
157961846,0,0,1,1
1192616737809850368,1,1,0,1
1179561640725028864,1,1,0,1
506939645,0,0,0,1
1058076427784994822,1,0,0,1
2673511095,0,0,0,1
1187545706296434688,1,1,0,1
954195544016146432,1,0,0,1
923578105335308288,0,0,0,1
1137178310600024064,1,1,1,1
994996641919889409,1,1,0,1
1190816304401395714,1,1,1,1
1174743656076627968,1,1,0,1
1176674441520123904,1,1,0,1
1054117042473840640,1,1,0,1
1192512056265728001,1,1,0,1
1133126837595443200,1,1,0,1
1177543255329824768,1,1,0,1
1009238676495327232,1,1,0,1
778277313582665728,0,0,0,1
393740627,0,0,0,1
1190332830154407938,0,1,0,1
1112098026707927046,1,1,0,1
2388226811,1,1,0,1
1122504341972246530,1,1,0,1
1002032213020508161,1,1,1,1
1192608019143626752,1,1,0,1
1121202981901406209,1,1,1,1
1110578943223099394,1,1,0,1
1191669540134047744,1,1,0,1
1192503058074361861,1,1,0,1
1189685992963350528,1,1,0,1
1148805310594899968,1,1,0,1
1150126272049274881,1,1,0,1
71820466,0,0,0,1
1055303943985729536,1,1,0,1
1176286149205200898,1,1,0,1
1182672048579076096,1,1,0,1
1109970866073464833,1,0,0,1
4705708507,0,0,0,1
1129814698348695554,1,1,0,1
1155098870113808384,1,1,0,1
36733456,0,0,0,1
869368591669485568,0,0,0,1
61097525,0,0,0,1
1169190605202821120,1,1,1,1
912011697803624448,1,1,0,1
1170738603712028674,1,1,0,1
1192183822063984641,1,1,0,1
1084513206159245314,1,1,0,1
381850704,0,0,0,1
1099419511671980033,1,1,0,1
1112315917613088768,1,1,0,1
1116399766697652224,1,1,0,1
1082066503304916992,1,1,1,1
1190300767179157504,1,1,0,1
1176611600226299904,1,1,0,1
1113932594746396677,1,1,0,1
717832084304359426,0,0,1,1
1144607672609792006,1,1,0,1
1157672184208416768,0,1,0,1
825351740392407041,0,0,0,1
1132798502411624448,1,1,0,1
63015069,0,0,0,1
807989037277519872,0,0,0,1
1055994719891849217,1,1,0,1
1157471121480044544,1,1,0,1
1107083295060357120,1,1,0,1
1176328638565892097,1,1,0,1
3614447297,0,0,0,1
1088761306281398272,1,1,0,1
1171831512507047936,1,1,0,1
2310778933,0,0,0,1
1109711660800004096,1,1,0,1
3029457088,0,1,0,1
1186971459702448128,1,1,0,1
1130678636267409409,1,1,0,1
1081999207429476353,1,1,1,1
1166885524742840321,1,1,0,1
51713458,0,0,0,1
1147577825052041216,1,1,0,1
1067116836356059141,1,1,0,1
870733659430686720,0,0,0,1
1042412504104792066,1,1,0,1
1169097158248808448,1,1,0,1
959416530596433921,1,0,0,1
1118315359461871621,1,0,1,1
202913340,0,0,0,1
1082205716126072832,1,1,0,1
1040381594765287426,1,1,0,1
1148047766154874882,1,1,0,1
1061021594607325185,1,1,0,1
1189267192853999623,1,1,0,1
1084577579087085568,1,1,0,1
1187490945572528128,1,1,0,1
1190796455008776192,1,1,0,1
1155788270413987841,1,1,0,1
1186252151187787778,1,1,0,1
1046565930967461888,1,1,1,1
84592418,0,0,0,1
1061079823978848256,1,1,0,1
975542596595576833,1,1,1,1
773685514708848645,0,0,0,1
1087349918807875584,1,1,0,1
92108435,0,0,0,1
3861929357,0,0,1,1
153943787,0,0,0,1
1181348826831032321,1,0,0,1
1192297250694799360,1,1,0,1
1173267498491437056,1,1,0,1
847214019295502337,0,0,0,1
1177693682830585857,1,1,0,1
1172350392597995521,1,1,0,1
149607652,0,0,0,1
52023969,0,0,1,1
57775383,0,0,0,1
1187474582590017542,1,1,0,1
374339745,0,0,0,1
1073769516151246848,1,0,0,1
1170022250856230912,1,1,0,1
3414752001,0,1,1,1
1048943798477377537,1,1,0,1
1175973142549995520,1,1,1,1
1160444245704105985,1,1,0,1
1046754727881592834,1,1,0,1
983858930970517504,1,0,0,1
1147487889376382976,1,1,0,1
1113648147983675392,1,1,0,1
1187468564212543489,1,1,1,1
891603310041497600,0,1,0,1
1176983730608627713,1,1,0,1
1161805751494565888,1,1,1,1
1174549036289974272,1,1,0,1
49688597,0,1,0,1
3527231968,1,1,0,1
1156960489953550337,1,1,0,1
1148745376880615424,1,1,0,1
1184602107724345350,1,1,0,1
1110552714973536259,1,1,0,1
56741562,0,1,0,1
959552278414921728,1,0,0,1
810908303077363712,0,1,0,1
1168666320860340225,1,1,0,1
1115754869179154439,1,1,0,1
1030624415149711360,1,1,0,1
739711890,0,0,0,1
1186012344771665921,1,1,0,1
1051294885641408514,1,1,0,1
1100179638574292992,1,1,0,1
1070450184079990790,1,0,0,1
1116755448772931584,1,1,0,1
1173944907192573954,1,1,0,1
1188460538210242560,1,1,0,1
3294680657,1,1,0,1
873311855653117953,0,0,0,1
1103096329826385920,1,1,0,1
447080814,0,0,0,1
312927495,0,0,0,1
1177767914205798400,1,1,0,1
1189531945396514818,1,1,0,1
1139675429927903232,1,1,0,1
1156718826811219969,1,1,0,1
1165591371627016192,1,1,0,1
1050813796166569984,1,1,1,1
1128398308270071809,1,1,0,1
948367630867496960,0,1,0,1
1057024648020406277,1,1,0,1
745250657272233984,0,0,0,1
1082236279318810624,1,1,0,1
981603256777498627,1,0,0,1
20584968,0,0,0,1
1186472739047124994,1,1,0,1
1153954656248315905,1,1,0,1
1103491669851365377,1,1,1,1
23809468,0,0,0,1
1027699411235823617,1,1,0,1
1190024747775647744,1,1,0,1
1189013460115480576,1,1,0,1
1192609954269736960,1,1,0,1
1192211731705143296,1,1,0,1
1083055887961464832,1,1,0,1
1116026812113588224,1,1,0,1
1158161865836519433,1,1,0,1
1186802766993338373,1,1,0,1
1177258250087084032,1,1,0,1
1095296206958485505,1,1,0,1
2834453296,0,0,0,1
1177935238942662657,1,1,0,1
1114112941400514560,1,1,0,1
1070387291225497605,1,1,0,1
967695036291928064,1,1,0,1
1162764490603192320,1,1,0,1
1166176171949776898,1,1,0,1
1179796604938854403,1,1,0,1
1019568543023685634,1,0,0,1
1191477294008848384,1,1,0,1
1039536216646066177,1,1,1,1
1101912348925874177,1,0,0,1
1148055439818596353,1,1,0,1
1042886883213279232,0,0,0,1
1126976840424415244,0,0,0,1
1110165020866957312,1,1,0,1
1163466190313938949,1,1,0,1
1191097489358753793,1,1,0,1
1192613485554937856,1,1,1,1
1058881631153504257,1,1,0,1
1107142942345609216,1,1,0,1
968215134417117189,1,0,0,1
983362268711841793,1,1,0,1
947570381069737984,0,0,1,1
894345366,0,1,0,1
1083835547540484097,1,1,0,1
1147975368445501442,1,1,0,1
3143691082,0,0,0,1
1184403691324899329,1,1,0,1
1166797019706531840,1,1,0,1
1187717193636732928,1,1,0,1
1653300391,0,1,0,1
4494354286,0,0,0,1
1027772725572632576,1,0,0,1
1181927127308017669,1,1,0,1
1178508561678249985,1,1,0,1
1166790635275411456,1,1,0,1
878687148064595969,1,1,0,1
1192276842243411968,1,1,0,1
1072104050890600448,1,1,0,1
108679590,0,0,1,1
1142224857364611073,1,1,0,1
965288764020068352,1,1,0,1
1179267697802141698,1,1,0,1
1188153641481453570,1,1,0,1
1160873704139743233,1,1,0,1
1192424804835627008,1,1,0,1
3507295415,0,0,0,1
1192404099330908161,1,1,0,1
3258594611,0,1,0,1
1531294820,0,0,0,1
976599931430596608,0,0,0,1
1105989560033529857,1,1,0,1
499237871,1,1,0,1
1037785272182816770,1,0,0,1
1016426325387677696,1,0,0,1
907094918564335616,0,0,0,1
840394458583707648,0,1,0,1
910699308319694848,1,1,0,1
904138722672873472,0,0,0,1
1192614619308802048,1,1,1,1
302014515,0,1,1,1
1001202941607411713,0,0,0,1
366250516,0,0,0,1
1106333234911215621,1,1,0,1
1050897939214819329,1,1,0,1
998046255963103233,1,0,0,1
1137447424077836289,1,1,0,1
3302190797,0,0,1,1
1172726251703943168,1,0,0,1
1021861325713092610,1,1,0,1
2332401818,0,0,1,1
1070117022162399238,1,1,1,1
1138836604829786112,1,1,0,1
1143153228051308544,1,1,0,1
983747929331597312,1,1,1,1
116754869,0,0,0,1
954503983611236352,1,1,0,1
1025198286930685952,1,0,0,1
1005201238651228162,1,0,0,1
1138270725540864001,1,1,0,1
1169076570805481474,1,1,0,1
1105214498594611200,1,1,0,1
1179146676055035905,1,1,0,1
1192496810356547584,1,1,0,1
76490489,0,1,1,1
1141138932287070210,1,1,0,1
1178787187451670528,1,1,0,1
1192468396354478081,1,1,0,1
1165482856291979264,1,1,0,1
1144711358082179073,1,1,0,1
1158474454344884224,1,1,1,1
1151711778407100416,1,1,0,1
956917356164472833,1,1,1,1
1144693688091721729,1,1,0,1
1160250565374484481,1,1,0,1
1053126562135134208,1,1,0,1
159886632,0,0,0,1
1058759769350172679,1,1,0,1
1043335525745258496,1,1,0,1
1152923728193437696,1,1,0,1
1173635630280130583,0,0,0,1
1153125296717160453,1,1,0,1
1010885427467866113,1,0,0,1
1091374549944451072,1,1,0,1
1151567941244243969,1,1,0,1
1059607599325372416,1,1,0,1
1180866677602435072,1,1,0,1
1131687081808408581,1,1,1,1
1166503863073103874,1,1,0,1
1191862626118189059,1,1,0,1
1136754303580983296,1,1,0,1
1169706339888717824,1,1,0,1
50676916,0,0,0,1
1114698747248824326,1,1,0,1
1089847922357727232,1,1,0,1
1126627781230698498,1,1,0,1
1189679539582046209,1,1,0,1
1025510493799292928,1,0,0,1
1044637101965422592,1,0,0,1
1070878563715481600,1,0,0,1
1074681712246964224,1,1,0,1
1134071423352352768,1,1,0,1
1189688772117585921,1,1,0,1
1179896398986321920,1,1,0,1
1189980676868726784,1,1,0,1
1132921149657092096,1,1,0,1
1141133989790519296,1,0,0,1
1173018854966071297,1,1,0,1
975442092494344193,1,0,0,1
1017859725965385735,1,0,0,1
52246158,0,0,0,1
1141668075735003138,1,0,0,1
811972505615433728,0,0,0,1
1188144863008710656,1,1,0,1
3631004182,0,1,0,1
1023746135582801920,1,1,1,1
1174273271698808835,1,1,0,1
2196483180,0,0,0,1
1176100803360280577,1,1,1,1
1191450912943935489,1,1,0,1
1192044024816971777,1,1,0,1
1189679819086352384,1,1,1,1
1179942095248855041,1,1,0,1
1185940039353671681,1,1,1,1
723998290493210624,0,0,0,1
1110156910987223040,1,1,1,1
1054723209185165315,1,0,0,1
48758654,0,1,0,1
1043152799880699904,1,1,0,1
1053111465522200576,1,0,0,1
1169781630036324352,1,1,0,1
1137860727975403521,1,1,0,1
1186790146575863809,1,0,0,1
2360837775,0,0,0,1
1166855920292421632,1,1,0,1
243329320,0,0,0,1
1139703377204588544,1,1,0,1
1087538210174103553,1,1,0,1
1127372408892076032,1,1,0,1
1187891353784651781,1,1,0,1
1168195619283984385,1,1,0,1
207615085,0,0,1,1
1002691034000871424,1,1,0,1
1191547714221301760,1,1,0,1
1185538201785700352,1,1,0,1
1189349233645760512,1,1,1,1
1164845650099560448,1,1,0,1
1126084317615140865,1,1,0,1
1047316163154329601,1,1,0,1
946527448065298432,1,1,0,1
1181706020,0,1,0,1
1152155802871967744,1,1,1,1
1525884703,0,0,0,1
1045910997968531456,0,1,0,1
1109958779083333632,1,1,0,1
1054079256278589440,1,1,0,1
960640886861426693,1,1,0,1
2844508804,1,1,0,1
1185267822584303617,1,1,0,1
1234697761,1,1,0,1
1537672068,0,1,1,1
1027728137558351872,1,1,0,1
78315238,0,1,0,1
1077771533249056770,1,1,0,1
1191914465505271808,1,1,0,1
1114525153759825922,1,1,1,1
109416932,0,1,0,1
1130323839605456896,1,1,0,1
1174911732021518337,1,0,0,1
933089131202146307,0,1,1,1
961320901932408832,1,0,0,1
1079188141867716609,1,0,0,1
1136722667837493250,1,1,0,1
160677654,0,0,0,1
1183540555466326017,1,1,0,1
1141069894684991489,1,1,0,1
1176659005147680769,1,1,0,1
1171464837769003011,1,1,0,1
452199022,0,0,0,1
1179165256335204352,1,1,0,1
976397272970772481,1,0,0,1
400298466,0,1,1,1
1179928973553348608,1,1,0,1
1138559680479989761,1,0,0,1
1191223037720481792,1,1,0,1
1085183185460183040,1,1,0,1
1165336712807104519,1,1,0,1
1103464158211833856,1,1,1,1
595823263,0,0,0,1
1177629925588815872,1,1,0,1
1093197707768987650,1,0,0,1
1076070551557427201,0,1,0,1
1191490600299909120,1,1,0,1
1164368796989251584,1,1,0,1
426269810,0,0,1,1
1059197595048914944,1,1,0,1
44265807,0,0,0,1
1189022847001333762,1,1,1,1
721276623828475904,0,0,1,1
1139727985743925249,1,0,0,1
178367290,0,1,1,1
1190721166748639232,1,1,0,1
1150834040712376320,1,1,1,1
1000759612319125505,1,1,0,1
1168934937027862528,1,1,0,1
904705062236192769,0,0,0,1
378775851,0,1,0,1
1187804276648747010,1,1,0,1
345676918,0,0,0,1
1133577587777822720,1,1,1,1
366180989,0,0,0,1
1087454189368893444,1,1,0,1
806104057001611264,0,1,0,1
1144846491439325186,1,1,0,1
1013831330830876672,1,1,1,1
1185704828711948288,1,1,0,1
1177425547925884928,1,1,0,1
1187222259829825537,1,1,0,1
1614164966,0,0,0,1
1097570344184020995,1,1,0,1
1128795184014209024,1,0,0,1
96553192,0,1,0,1
1050597822540570624,1,1,0,1
936663092397838336,0,0,0,1
1189200705283862528,1,1,0,1
1177202602938945536,1,1,0,1
1175593893775249408,1,1,0,1
874807946865242140,0,1,0,1
297793504,0,0,0,1
740976524237676544,0,0,0,1
854028498708639744,0,0,0,1
1019953806958718976,1,1,0,1
734106594770849793,0,0,0,1
3244769938,0,0,0,1
243496858,0,1,0,1
1184295981443104768,1,1,0,1
3975887091,0,0,0,1
2986125963,0,0,0,1
1039116966433357824,1,1,0,1
1145665154958483456,1,1,0,1
1098083126327365632,1,0,0,1
1186669580200087553,1,1,0,1
1171209968462237696,1,0,0,1
981590946071678976,1,1,0,1
1121152613209260034,1,1,0,1
747267441814867970,0,0,0,1
1136065542366867458,1,1,0,1
1086804913584263169,1,1,0,1
1171525796227235842,1,1,0,1
871569955040448512,0,0,0,1
247092536,0,0,0,1
1167917592771776512,1,1,0,1
1168502100336283649,1,1,0,1
1064874789515481089,1,1,1,1
1168211643274354688,1,1,0,1
913917774870740992,0,0,0,1
1163817823749066752,1,1,0,1
1183166084536590338,1,1,1,1
1091725836540096512,1,1,0,1
1129136705888489484,1,1,0,1
1191788532270030848,1,1,0,1
1108027657332117507,1,1,0,1
960448284425949184,1,1,0,1
1082337592849375233,1,1,0,1
1174850537927454720,1,1,0,1
1176305505607847938,1,1,1,1
1178115679544905728,1,1,0,1
63220057,0,0,0,1
1192258213397356545,1,1,0,1
1106173279449042944,1,1,0,1
1189188019418329088,1,1,1,1
1137576445776207872,1,1,1,1
1145329726426406918,1,1,0,1
36539348,0,0,0,1
1167589897542283266,1,1,0,1
1025874098814103552,1,0,0,1
101537126,0,0,0,1
3385075283,1,0,0,1
950892492282613761,1,1,0,1
1132970221885636609,1,1,0,1
1188537885332508672,1,1,0,1
2615937768,1,1,0,1
984959554462060544,1,0,0,1
1161710598729687042,1,1,0,1
1121110367936053248,1,1,0,1
1082716566159065090,1,1,0,1
1114140029172031490,1,1,0,1
764855143456178176,0,0,0,1
1147953808951185410,1,1,1,1
1148096910974210054,1,1,0,1
1641713372,0,1,0,1
1147120395713175552,1,1,0,1
109035441,0,0,0,1
1188113956348616706,1,1,0,1
1106635942402633728,1,1,0,1
939981180774113281,0,0,1,1
1107771716317663233,1,1,0,1
1186250794431111168,1,1,0,1
1045487965106049024,1,0,0,1
